view_count,wishlist_add_count,cart_add_count,buy_count,price_change_pct
20,2,3,0,4.55
42,10,3,2,5.0
4,1,0,0,-1.28
2,0,0,0,-2.15
57,4,9,2,4.96
41,6,9,3,5.0
18,3,1,0,3.89
5,0,0,0,-1.44
2,0,0,0,-2.53
37,5,6,2,5.0
11,2,2,0,3.17
4,0,0,0,-1.79
2,0,0,0,-2.56
18,2,2,0,4.01
11,3,3,0,3.83
1,0,0,0,-2.62
1,0,1,0,-2.0
2,0,0,0,-2.4
11,4,2,1,4.44
3,0,2,0,-0.62
3,0,0,0,-2.22
39,4,6,1,4.9
11,2,1,0,2.56
9,3,2,0,3.42
16,3,1,0,3.75
3,0,0,0,-1.93
0,0,0,1,-1.55
15,2,0,0,2.61
9,2,1,2,3.95
3,0,0,0,-2.19
17,2,2,1,4.63
5,0,0,0,-1.89
3,0,0,0,-2.14
4,2,0,1,1.19
15,4,2,0,4.37
13,1,2,1,3.94
4,0,0,0,-1.85
42,10,6,4,4.95
18,1,2,0,3.95
5,1,0,0,-0.9
2,1,0,0,-1.94
1,0,0,0,-2.89
3,0,0,0,-2.41
1,0,0,0,-2.61
7,0,1,0,0.02
17,3,1,0,4.07
3,0,0,1,-0.78
11,2,1,0,2.27
15,0,0,1,3.04
17,2,2,0,4.11
16,4,0,0,3.6
3,0,2,0,-0.35
21,1,2,0,4.15
36,4,1,2,5.0
1,0,0,1,-1.27
4,1,0,0,-1.28
13,2,1,1,3.91
52,5,2,4,4.91
20,6,2,1,5.0
6,0,0,0,-1.49
12,2,1,2,4.23
39,4,5,1,5.0
4,0,0,0,-1.9
47,5,9,1,4.96
1,0,0,0,-2.69
1,0,0,0,-2.51
15,0,2,0,3.03
17,1,0,1,3.6
13,1,2,0,3.23
48,4,6,0,4.95
5,0,0,0,-1.77
13,3,2,0,3.8
15,1,1,0,2.77
1,0,0,0,-2.67
12,1,1,0,2.12
2,0,0,0,-2.46
38,6,3,0,4.89
4,0,0,1,-0.21
2,0,0,1,-0.94
14,3,0,1,3.79
1,1,0,1,-0.76
44,4,5,0,4.93
40,7,6,0,4.94
37,4,4,3,4.95
9,2,0,0,1.09
1,0,0,0,-2.81
17,4,1,1,4.53
17,2,0,0,3.11
6,0,0,0,-1.18
12,1,2,1,3.96
10,5,1,2,4.63
18,2,1,0,3.97
9,1,1,1,2.77
2,0,0,0,-2.43
3,0,0,0,-1.94
0,1,0,1,-1.07
6,0,0,0,-1.22
1,0,0,0,-2.77
6,0,0,0,-1.45
4,0,0,0,-1.73
4,0,0,0,-1.9
23,3,0,0,4.49
40,5,5,2,5.0
16,5,4,1,4.91
5,0,0,0,-1.59
2,0,0,0,-2.07
45,10,6,2,5.0
3,0,2,0,-0.64
55,6,7,0,5.0
22,2,2,0,4.63
4,0,0,0,-1.82
3,0,0,0,-2.18
1,0,0,1,-1.3
38,7,7,0,5.0
19,2,1,0,3.95
2,0,1,0,-1.45
2,0,0,0,-2.24
46,8,4,0,4.86
14,3,1,2,4.62
1,0,0,0,-2.88
20,1,0,0,3.53
13,4,2,0,3.99
2,0,0,0,-2.43
13,5,1,0,4.1
16,2,0,2,4.23
14,0,4,0,3.97
1,1,1,0,-1.48
3,0,0,0,-2.17
17,3,1,0,3.98
45,1,4,1,4.67
14,4,2,0,4.28
1,0,0,0,-2.85
40,7,11,2,4.95
2,0,0,0,-2.48
17,2,2,0,3.87
50,8,3,2,5.0
3,0,1,0,-1.29
6,1,1,0,0.13
7,1,1,0,0.88
8,0,0,0,-0.27
2,1,0,0,-1.96
6,0,0,0,-1.41
48,4,3,0,4.89
2,0,1,0,-1.63
3,0,0,0,-2.1
12,2,2,1,3.93
14,2,1,0,3.23
23,2,2,0,4.54
12,1,0,0,1.35
19,1,0,0,3.11
3,0,0,0,-2.41
0,0,0,0,-2.84
4,0,0,0,-1.75
0,0,1,0,-1.95
33,4,3,2,4.98
13,3,2,1,4.06
2,0,0,0,-2.44
3,0,2,0,-0.36
19,0,1,0,3.42
4,1,0,0,-1.5
38,9,5,0,4.89
12,1,1,0,2.04
19,1,2,0,4.01
2,0,0,0,-2.47
1,0,0,0,-2.81
4,0,0,0,-1.75
4,1,0,0,-1.07
50,6,7,2,4.65
16,1,0,0,2.47
10,2,0,1,3.02
2,0,0,0,-2.42
14,2,0,0,2.3
3,1,0,0,-1.7
3,0,0,1,-0.48
5,0,1,0,-0.74
4,0,0,0,-1.75
5,0,0,0,-1.64
4,1,1,0,-0.42
3,1,0,0,-1.43
4,0,1,0,-0.63
14,1,0,0,1.97
4,1,0,0,-1.18
19,2,2,0,4.49
16,2,2,1,4.37
11,2,1,0,2.44
20,4,2,0,4.42
13,3,1,0,3.41
22,1,3,1,4.62
2,0,0,0,-2.28
14,2,4,0,4.25
11,2,5,1,4.7
13,2,0,0,2.15
50,7,5,2,5.0
53,7,8,2,5.0
3,2,0,0,-0.9
13,0,0,1,2.37
1,0,0,0,-2.51
4,0,0,0,-1.71
44,6,4,1,4.77
13,1,2,0,3.21
10,3,3,0,3.9
48,4,8,3,4.94
1,0,0,0,-2.72
46,5,2,3,4.83
10,2,1,0,2.25
18,1,2,0,3.81
4,0,1,0,-0.88
15,3,1,0,3.7
3,0,0,0,-2.38
15,2,1,0,3.24
3,0,1,0,-1.09
51,7,10,1,4.85
10,1,1,3,4.24
32,10,4,0,4.99
17,2,2,0,4.2
6,0,0,1,0.31
35,6,7,1,4.78
50,9,4,0,5.0
2,0,0,0,-2.07
2,0,0,1,-1.03
2,0,1,0,-1.49
10,1,1,0,1.48
12,2,0,1,3.31
43,6,2,0,5.0
2,1,0,0,-1.78
3,0,1,0,-1.17
1,0,0,0,-2.52
1,1,1,0,-1.29
6,1,0,0,-0.98
16,3,1,0,3.8
15,2,1,0,3.22
15,0,1,0,2.38
15,2,1,0,3.38
14,2,2,1,4.32
3,0,1,0,-1.51
3,0,0,0,-2.07
12,3,2,1,4.26
3,1,0,0,-1.47
13,4,0,1,3.99
21,5,0,0,4.48
2,0,0,0,-2.5
3,0,0,0,-2.06
0,0,0,0,-2.81
43,5,8,1,5.0
4,1,0,0,-1.24
2,0,0,0,-2.38
11,1,0,1,2.45
13,3,0,0,2.55
10,3,3,1,4.19
17,2,2,0,3.98
18,1,2,0,4.17
2,0,0,0,-2.26
2,0,1,1,0.14
2,0,1,0,-1.87
4,0,1,0,-0.9
3,0,0,0,-2.04
7,2,1,1,2.74
2,0,0,0,-2.37
59,6,1,1,5.0
0,0,0,0,-2.85
2,1,0,0,-1.87
0,1,0,0,-2.57
4,1,0,1,0.31
3,1,0,0,-1.9
5,0,0,0,-1.66
4,0,0,0,-1.78
2,2,0,0,-1.47
1,1,1,0,-1.43
13,7,3,0,4.5
49,8,1,2,5.0
3,0,0,0,-2.0
2,1,1,0,-1.05
3,1,0,0,-1.24
12,3,2,0,3.85
13,3,1,0,3.48
50,5,3,1,4.99
10,3,0,1,3.24
5,0,0,0,-1.49
14,2,4,0,4.15
2,1,1,0,-0.94
13,0,0,1,2.43
13,2,2,0,3.5
10,3,3,2,4.79
4,0,0,0,-1.7
2,0,0,0,-2.62
2,0,0,0,-2.57
1,0,1,0,-1.93
11,1,3,0,3.47
45,8,4,1,4.93
5,0,0,0,-1.75
2,1,0,0,-1.85
44,15,1,0,4.68
16,1,2,1,4.28
15,0,2,1,4.29
2,0,0,0,-2.37
2,1,0,0,-2.02
1,1,0,0,-2.16
0,1,0,0,-2.55
5,0,1,0,-0.85
14,2,1,0,3.07
46,6,2,4,4.88
17,5,0,0,4.27
4,0,1,0,-0.7
3,0,0,0,-2.19
10,3,1,0,2.63
5,0,1,0,-0.61
3,1,0,0,-1.72
5,1,1,0,-0.03
51,6,7,3,5.0
17,0,3,0,3.83
5,0,0,0,-1.78
3,0,0,0,-2.13
11,1,2,0,2.75
1,0,0,0,-2.83
17,2,1,0,3.73
23,1,2,0,4.39
2,0,0,0,-2.51
49,4,5,2,4.73
37,3,5,0,5.0
6,0,0,0,-1.34
16,4,3,2,4.85
4,0,0,0,-1.81
5,0,0,0,-1.4
1,0,0,0,-2.76
2,1,0,0,-1.87
6,4,3,0,3.75
15,2,1,1,4.11
1,0,0,0,-2.73
49,8,5,1,5.0
3,0,0,0,-2.37
0,0,0,0,-2.87
50,8,7,2,4.93
6,0,0,0,-1.21
56,7,4,3,5.0
4,2,0,0,-1.19
52,5,10,2,5.0
4,1,0,1,0.38
3,1,0,0,-1.38
42,9,8,1,4.85
47,2,5,2,4.96
1,0,0,0,-2.56
3,0,0,1,-0.68
1,0,0,0,-2.69
2,0,0,0,-2.83
1,1,0,0,-2.21
7,3,1,0,2.11
16,5,0,0,4.06
42,3,7,1,5.0
1,0,0,1,-1.45
46,6,6,3,4.97
5,1,0,0,-1.24
6,1,0,2,2.58
3,0,0,0,-2.08
15,2,0,0,2.65
14,1,3,1,4.53
4,0,0,0,-1.76
17,2,0,2,4.55
5,0,0,0,-1.39
3,0,0,0,-1.88
16,2,4,1,4.67
1,0,0,0,-2.75
14,0,2,0,2.82
4,0,0,0,-2.04
3,0,0,0,-2.4
4,1,0,0,-1.37
8,0,1,0,0.31
0,0,1,0,-2.35
2,0,0,0,-2.51
3,0,2,1,1.27
13,1,1,1,3.44
4,1,0,0,-1.38
11,1,0,0,0.93
13,1,2,0,3.19
2,1,0,0,-2.0
48,6,1,2,4.81
42,10,1,0,5.0
1,0,0,0,-2.8
18,3,1,0,4.11
47,4,6,0,4.78
19,2,1,0,4.0
1,0,0,0,-2.69
11,2,2,0,3.22
3,1,1,0,-0.93
3,1,0,0,-1.88
56,5,5,2,4.99
51,5,4,1,4.83
13,2,1,0,2.83
2,1,0,0,-1.68
42,6,9,0,5.0
2,0,1,0,-1.75
2,1,0,0,-1.87
35,9,7,3,4.98
4,0,0,0,-1.89
2,1,0,0,-1.52
4,0,0,0,-1.78
0,1,0,0,-2.7
6,1,0,0,-0.27
2,1,0,0,-1.99
14,4,1,0,3.82
7,0,0,0,-1.21
4,0,0,0,-1.92
10,2,0,0,1.18
3,1,0,0,-1.67
7,0,4,1,3.58
14,2,1,0,3.3
16,2,1,1,4.19
4,0,0,0,-1.63
3,1,1,0,-0.7
3,1,0,0,-1.59
2,0,0,0,-2.43
3,1,0,0,-1.44
4,2,0,0,-0.48
15,0,3,0,3.57
12,2,0,1,3.01
48,11,4,1,4.95
4,1,0,0,-1.38
3,0,0,0,-2.42
1,0,0,0,-2.67
13,2,1,1,3.88
10,3,1,1,3.7
2,1,0,0,-1.93
19,2,1,2,4.76
20,2,2,0,4.61
19,1,2,0,4.11
3,1,0,0,-1.68
1,0,0,0,-2.6
2,1,1,0,-0.8
38,6,8,1,5.0
3,0,0,0,-2.02
2,1,0,0,-1.97
2,1,0,0,-1.86
2,0,0,0,-2.11
2,0,0,0,-2.37
0,0,0,0,-3.04
13,3,3,0,4.09
5,0,0,0,-1.34
4,0,1,1,0.66
1,0,0,0,-2.57
4,0,0,0,-1.98
1,1,2,0,-0.47
5,0,0,0,-1.77
3,0,0,0,-2.12
6,0,0,0,-0.99
50,6,4,2,5.0
13,1,2,0,3.21
1,0,0,0,-2.71
12,5,1,1,4.23
51,5,1,1,4.9
3,0,0,0,-2.34
6,0,0,0,-1.35
4,0,0,0,-2.0
1,0,0,0,-2.67
1,0,0,0,-2.42
7,0,0,0,-0.78
3,0,0,0,-2.2
1,0,0,0,-2.8
10,4,2,1,4.34
0,0,0,0,-3.23
44,6,3,0,5.0
16,0,0,0,1.67
20,2,0,2,4.64
3,2,0,0,-0.83
49,2,5,2,5.0
3,0,1,0,-1.11
5,0,0,0,-1.64
2,0,0,0,-2.41
4,1,0,0,-1.3
22,2,5,1,4.99
6,0,0,0,-1.5
16,2,2,0,3.93
3,0,1,0,-1.29
6,0,0,0,-1.26
3,0,0,0,-2.3
2,0,1,1,0.18
38,6,4,1,4.99
3,0,0,0,-2.12
1,0,0,0,-2.86
14,2,3,0,3.95
5,1,0,0,-1.03
14,2,4,0,4.6
40,8,7,1,5.0
4,0,1,0,-0.75
19,2,1,0,3.8
12,3,0,0,2.74
5,0,0,0,-1.51
6,0,0,0,-1.15
1,1,0,0,-2.4
15,1,2,1,3.96
0,0,0,0,-3.01
38,5,4,2,5.0
4,0,0,0,-1.78
15,1,3,0,3.96
46,9,2,4,4.86
1,0,0,0,-2.51
7,0,1,0,0.07
17,1,4,0,4.25
1,0,0,0,-2.94
6,0,0,0,-1.38
14,3,1,0,3.37
3,0,1,0,-1.29
1,0,0,0,-2.64
4,0,1,0,-1.05
2,0,0,0,-2.37
1,1,0,0,-2.18
17,2,0,0,2.94
11,2,2,2,4.37
3,1,0,0,-1.59
3,0,0,0,-2.33
4,0,0,0,-1.86
10,1,1,0,1.98
37,6,4,0,5.0
52,8,1,1,5.0
2,0,1,0,-1.39
16,2,1,0,3.58
4,0,0,0,-1.84
21,1,1,0,3.95
5,0,0,0,-1.44
10,1,1,1,3.02
51,4,3,2,4.82
42,9,1,1,4.9
17,4,2,0,4.71
17,2,3,0,4.34
3,1,0,0,-1.57
13,2,2,0,3.4
4,0,0,0,-1.72
11,2,1,1,3.57
55,5,4,2,4.99
5,0,0,0,-1.53
17,0,0,0,2.14
5,0,0,0,-1.67
1,0,0,1,-1.48
42,11,6,0,5.0
43,5,6,1,5.0
36,6,5,8,5.0
21,3,0,1,4.4
1,0,0,0,-2.68
4,0,0,1,-0.07
12,1,1,1,3.42
15,2,0,1,3.38
2,0,0,0,-2.51
3,0,0,0,-2.44
14,2,0,0,2.65
37,6,4,0,4.99
50,8,4,3,5.0
23,3,1,0,4.54
2,0,0,0,-2.53
5,1,0,0,-0.77
2,0,0,0,-2.6
17,0,0,2,3.81
20,4,2,0,4.74
11,3,1,1,3.95
15,3,0,1,3.98
47,9,7,1,5.0
2,0,0,0,-2.58
13,1,2,0,3.02
36,8,6,3,4.95
13,4,2,0,3.84
4,0,0,0,-1.69
3,2,0,0,-0.99
3,1,0,0,-1.76
4,0,2,0,-0.24
2,1,0,1,-0.42
3,0,0,0,-2.14
31,6,4,1,4.85
35,8,9,1,5.0
2,1,0,0,-1.94
4,0,0,0,-1.8
41,6,1,2,4.78
42,4,8,0,4.76
2,0,0,0,-2.3
48,5,8,1,4.89
16,3,0,1,4.42
14,3,1,0,3.32
2,0,0,0,-2.26
4,1,1,0,-0.11
16,4,2,1,4.57
12,3,2,2,4.7
12,1,2,0,2.89
40,7,6,1,5.0
36,8,5,0,4.9
16,1,0,0,2.5
11,0,1,0,1.21
17,1,2,1,4.67
3,0,1,0,-1.16
3,0,0,0,-2.2
3,0,0,0,-1.99
18,4,3,0,4.58
5,1,0,0,-0.95
14,3,2,1,4.43
13,2,0,0,2.25
5,0,0,0,-1.55
0,0,1,0,-2.32
4,1,0,0,-1.14
3,0,0,0,-2.29
0,0,1,0,-2.08
41,4,7,2,5.0
2,0,0,0,-2.2
1,0,0,0,-2.47
2,1,0,1,-0.52
3,0,0,0,-1.96
4,0,0,0,-1.83
13,0,0,0,0.84
11,4,1,1,3.88
16,0,1,1,3.35
9,0,0,0,-0.65
12,2,4,0,4.0
19,0,2,0,3.5
6,0,1,0,-0.34
1,0,0,0,-2.79
4,0,1,0,-0.88
25,1,1,0,4.57
19,0,2,0,3.77
2,1,1,0,-1.24
31,7,9,1,4.88
16,2,1,0,3.46
2,1,0,0,-1.62
11,1,0,0,0.71
20,3,1,0,4.4
15,2,0,1,3.88
10,1,2,1,3.67
19,4,2,0,4.36
16,1,1,1,3.91
22,1,2,1,4.52
2,0,0,0,-2.62
43,5,4,2,5.0
23,1,4,0,4.73
45,4,4,1,4.96
2,1,0,0,-2.11
5,0,0,0,-1.77
4,2,0,0,-0.8
6,0,0,0,-1.35
3,1,0,0,-1.29
11,2,2,0,2.9
16,3,0,0,3.56
48,5,10,2,5.0
7,1,4,0,3.0
17,3,1,2,4.84
17,3,1,1,4.11
4,0,0,0,-2.16
16,1,2,0,3.48
0,0,0,0,-2.91
3,1,0,0,-1.56
2,0,1,0,-1.64
11,4,2,1,4.39
3,0,0,0,-2.33
14,1,0,1,3.57
17,0,1,2,4.32
3,1,0,0,-1.98
15,2,0,0,2.8
17,2,4,0,4.46
3,0,0,0,-2.32
3,0,0,0,-2.14
48,9,5,0,5.0
3,0,1,0,-1.31
6,0,0,0,-1.21
1,0,0,0,-2.77
14,2,1,0,3.34
3,0,0,0,-2.11
39,10,4,0,4.81
1,1,0,0,-2.07
17,0,2,0,3.49
4,0,1,0,-1.12
3,0,0,0,-2.38
0,0,0,0,-3.18
12,3,1,2,4.65
0,2,0,0,-1.84
49,5,4,3,4.97
9,1,2,0,2.44
2,1,1,0,-0.62
5,2,0,0,-0.19
16,2,1,0,3.57
22,3,3,1,4.91
2,0,0,0,-2.27
3,0,0,0,-2.17
2,1,0,0,-2.2
54,7,4,3,4.94
16,1,0,0,2.38
4,0,0,0,-2.0
11,4,2,1,4.44
12,0,0,0,0.28
16,4,0,0,3.35
3,0,0,0,-2.15
41,5,4,2,5.0
3,0,0,0,-2.17
3,0,0,0,-2.25
2,0,1,0,-1.56
4,0,0,0,-1.96
15,3,3,0,4.46
6,0,0,0,-1.75
55,7,6,1,5.0
1,0,0,0,-2.66
3,1,0,0,-1.86
1,0,0,0,-3.02
2,0,0,0,-2.45
6,0,0,0,-1.49
0,1,0,0,-2.57
20,0,2,0,4.03
0,1,0,0,-2.39
6,1,0,0,-0.53
15,4,1,0,4.29
38,6,7,0,5.0
0,0,0,1,-1.37
2,0,0,0,-2.53
51,6,4,0,4.73
20,1,0,0,3.08
6,0,1,0,-0.6
1,0,1,0,-1.79
0,0,1,0,-1.82
0,0,0,0,-3.02
4,0,0,0,-2.25
22,1,4,0,4.69
11,1,4,1,4.31
20,4,1,0,4.25
2,0,0,0,-2.31
39,2,1,1,4.86
48,6,3,2,5.0
7,0,0,0,-0.92
17,0,0,2,4.07
0,0,0,0,-2.97
18,2,1,0,3.8
4,1,0,0,-1.43
11,0,0,0,0.36
3,0,0,0,-2.11
4,1,0,0,-1.5
9,0,0,0,-0.47
1,0,0,0,-2.73
13,1,2,0,3.03
47,9,2,2,4.84
16,1,2,0,3.66
50,8,5,1,5.0
19,2,1,0,3.57
15,1,0,0,2.21
12,2,3,1,4.5
21,1,3,0,4.3
3,0,0,0,-1.99
6,0,0,0,-1.21
4,0,1,0,-1.15
3,0,0,1,-0.84
19,1,2,0,4.06
17,1,2,0,3.73
1,0,1,0,-2.01
3,0,0,0,-1.87
50,8,6,2,5.0
3,1,0,0,-1.7
3,0,0,0,-2.13
12,1,1,1,3.33
4,1,0,0,-1.19
8,2,1,0,1.58
4,1,0,1,0.55
3,0,0,0,-1.93
5,0,0,0,-1.62
4,0,0,0,-1.83
3,1,1,0,-0.55
2,0,0,0,-2.45
37,5,4,3,4.96
6,0,0,0,-1.22
3,0,0,0,-2.15
15,1,2,0,3.73
52,4,6,0,5.0
5,0,1,0,-0.39
2,0,0,0,-2.62
19,1,1,0,3.59
14,0,1,1,3.23
42,2,5,2,4.96
4,1,0,0,-1.35
13,2,2,1,3.91
14,2,2,0,3.85
6,1,2,0,1.3
17,2,0,0,3.1
31,8,7,1,4.98
1,1,0,0,-2.18
4,0,1,0,-1.04
5,1,0,0,-1.23
18,3,1,2,4.79
0,0,0,0,-2.9
17,4,3,0,4.65
3,0,1,1,0.18
4,2,0,1,1.04
4,0,0,0,-2.32
4,0,0,0,-1.57
20,2,3,1,4.89
3,1,0,0,-1.72
2,2,0,0,-0.95
3,1,0,0,-1.65
17,0,1,0,2.67
2,0,0,0,-2.7
9,3,1,0,2.26
16,2,2,0,4.07
3,2,0,0,-0.95
15,2,1,1,4.28
7,1,0,0,-0.13
39,4,6,0,5.0
61,4,3,2,4.91
53,6,4,0,4.98
9,2,0,0,0.84
11,0,1,1,2.79
52,1,6,2,4.79
46,11,7,0,5.0
3,0,0,0,-2.33
4,0,0,2,1.36
4,0,0,0,-2.18
12,1,1,1,3.26
6,3,0,1,2.0
1,0,0,0,-2.83
37,10,6,2,4.99
0,2,1,0,-1.26
2,0,0,0,-2.63
17,1,1,0,3.21
2,1,0,0,-1.8
4,0,0,0,-2.0
10,1,2,1,3.46
1,0,0,0,-2.81
47,7,5,2,4.9
4,1,1,0,-0.25
7,0,0,0,-0.87
8,1,0,0,0.1
3,1,1,0,-0.36
15,1,1,0,3.03
7,0,1,0,0.1
16,2,2,2,4.53
10,0,0,0,-0.06
13,2,2,0,3.56
50,6,5,2,5.0
6,0,1,0,-0.15
15,4,0,0,3.42
47,3,4,1,5.0
2,0,0,0,-2.47
44,5,7,4,5.0
49,9,5,0,4.72
13,2,0,0,2.42
4,0,0,0,-1.77
3,1,0,0,-1.68
2,1,0,0,-1.8
4,0,0,1,-0.22
57,8,4,0,5.0
2,0,1,0,-1.66
58,4,7,1,4.86
8,0,2,0,1.38
18,3,3,0,4.5
2,0,0,1,-0.74
5,0,0,0,-1.65
39,7,7,1,5.0
2,1,0,0,-1.98
4,0,0,0,-1.87
4,0,0,0,-1.89
2,0,0,0,-2.62
4,2,0,0,-0.64
16,5,0,1,4.21
20,1,0,1,4.2
41,3,2,1,5.0
38,1,3,0,4.84
0,0,0,0,-2.78
11,3,0,0,2.16
2,1,0,0,-1.81
1,0,0,0,-2.65
9,0,2,1,2.85
5,0,0,0,-1.79
20,2,0,0,3.87
18,1,1,1,4.38
15,2,1,1,4.05
5,0,0,0,-1.69
12,1,1,1,3.37
46,5,5,2,4.96
3,0,0,0,-2.36
4,1,1,0,-0.23
12,2,2,0,3.32
3,1,0,0,-1.65
2,0,0,0,-2.53
1,0,0,0,-2.67
3,0,1,0,-1.3
4,1,0,0,-1.22
4,0,0,0,-1.85
3,0,0,0,-2.06
15,3,2,0,3.76
2,0,0,0,-2.41
0,0,0,0,-2.79
4,0,0,0,-1.82
3,0,1,0,-1.11
39,6,8,1,4.89
11,2,5,0,4.41
0,0,0,0,-3.05
1,0,0,0,-2.38
4,1,0,0,-1.37
52,10,6,1,4.95
4,0,0,0,-1.8
3,0,0,0,-2.29
6,0,0,0,-1.5
1,0,0,0,-2.45
5,0,0,0,-1.43
22,1,2,0,4.42
5,2,0,0,-0.39
3,1,0,0,-1.48
2,0,0,0,-2.67
7,0,0,0,-1.21
2,0,0,1,-1.17
10,0,1,0,0.93
13,2,2,0,3.56
42,2,8,0,4.91
2,0,1,0,-1.67
3,0,1,0,-1.37
16,1,3,0,4.16
48,5,12,0,4.98
3,0,0,0,-2.23
54,7,3,5,4.78
11,2,1,2,4.09
15,2,4,0,4.37
20,3,0,0,3.67
4,0,0,0,-1.95
58,2,6,3,4.97
4,1,0,0,-1.43
1,0,0,0,-2.66
6,0,0,1,0.5
2,1,0,0,-1.58
13,5,1,1,4.39
9,2,4,1,4.23
14,2,2,0,3.53
55,6,6,1,5.0
4,1,0,0,-1.58
2,1,0,0,-1.7
1,0,0,0,-2.83
15,0,1,0,2.56
16,1,1,0,2.92
14,3,0,1,3.97
39,4,4,0,5.0
48,1,5,1,4.98
1,1,0,0,-2.17
2,0,0,0,-2.48
18,4,0,0,3.99
3,0,0,0,-2.44
18,0,4,0,4.4
3,0,0,0,-2.15
5,0,0,0,-1.78
11,4,1,0,3.3
3,0,0,0,-2.04
30,7,8,3,4.92
10,3,4,0,4.3
5,0,1,0,-0.63
0,0,0,0,-2.85
14,3,0,0,2.8
16,2,3,1,4.8
45,5,4,0,4.96
18,2,1,2,4.59
15,2,2,1,4.48
6,0,1,0,-0.32
5,0,0,0,-1.63
10,1,0,0,0.83
0,0,0,0,-2.89
36,6,9,4,5.0
4,1,0,0,-1.31
12,3,1,0,3.0
2,0,0,0,-2.47
2,0,0,0,-2.6
40,5,4,0,5.0
5,0,1,0,-0.78
33,10,1,2,5.0
3,1,1,0,-0.69
34,9,3,2,4.93
16,1,2,0,3.81
14,0,0,0,1.57
3,0,0,0,-2.12
3,0,0,0,-2.1
4,0,0,0,-1.85
3,1,0,0,-1.66
3,1,0,0,-1.52
30,5,5,1,4.93
15,3,1,0,3.72
6,2,2,0,1.68
16,2,0,0,3.09
5,0,0,0,-1.7
0,0,1,0,-2.32
42,7,6,1,5.0
1,0,0,0,-2.67
1,0,1,0,-1.96
11,3,2,0,3.41
2,0,1,0,-1.75
13,1,2,0,3.22
18,4,0,1,4.45
36,5,5,2,5.0
10,2,2,1,3.89
21,3,2,0,4.57
3,0,0,0,-2.27
10,5,2,1,4.67
2,0,0,0,-2.55
37,5,2,1,5.0
19,2,0,0,3.7
1,0,2,0,-0.84
3,0,0,0,-2.1
9,2,0,0,0.87
15,2,2,2,4.93
41,5,2,0,4.94
12,2,4,0,3.99
19,1,2,0,4.12
11,2,2,0,3.11
17,0,2,1,4.09
5,0,0,0,-1.79
4,1,0,1,0.53
5,0,0,0,-1.45
2,0,0,0,-2.68
40,3,7,1,5.0
3,0,0,0,-2.18
2,0,0,0,-2.62
4,0,0,0,-1.95
8,3,0,0,1.39
9,0,1,0,0.47
2,0,0,0,-2.47
22,7,2,0,4.63
23,3,3,0,4.75
25,4,4,0,4.85
4,0,0,0,-1.75
19,1,3,0,4.4
3,0,0,0,-2.25
13,1,1,1,3.42
22,2,2,1,4.98
38,7,5,1,5.0
14,4,1,0,3.71
0,0,0,0,-2.92
2,0,0,0,-2.22
1,0,0,0,-2.63
3,0,0,0,-2.02
48,3,2,1,4.87
13,3,0,0,2.71
11,2,0,0,1.52
4,0,0,0,-1.68
44,3,5,1,5.0
11,2,0,0,1.73
16,2,1,1,4.14
4,0,0,0,-1.67
20,2,0,1,4.22
3,0,0,0,-2.04
53,5,6,2,5.0
13,3,2,0,3.96
5,0,0,0,-1.55
2,1,0,0,-2.12
4,1,0,0,-1.12
3,1,1,2,2.22
54,4,6,3,4.92
48,5,4,2,5.0
9,2,1,1,3.11
1,0,0,0,-2.52
5,0,0,0,-1.87
1,0,1,0,-1.91
3,0,0,0,-2.23
2,0,0,0,-2.48
41,8,4,1,5.0
14,4,0,1,4.05
2,1,0,0,-1.97
0,0,0,0,-2.62
1,0,0,0,-2.84
12,2,0,2,4.11
4,1,0,0,-1.25
3,0,0,0,-2.06
4,0,1,0,-1.07
15,2,2,0,3.81
2,1,0,0,-1.8
3,0,0,1,-0.62
45,10,10,2,5.0
11,0,1,1,2.96
11,2,1,0,2.04
1,1,0,0,-2.14
2,0,0,1,-0.72
10,1,3,0,3.19
19,1,1,1,4.13
5,0,0,0,-1.55
3,1,0,0,-1.29
55,2,5,0,4.78
0,0,1,0,-2.27
47,6,6,1,5.0
15,1,1,0,3.09
13,4,0,0,3.19
5,0,0,0,-1.37
5,0,0,0,-1.6
8,2,0,1,2.22
10,3,4,1,4.55
17,3,1,0,3.87
4,0,0,0,-1.81
10,3,0,0,1.96
10,0,0,0,0.09
9,4,1,1,3.99
7,0,0,0,-1.01
2,3,1,0,0.32
4,0,0,0,-1.78
4,0,0,0,-2.19
56,1,5,2,4.77
2,0,0,0,-2.23
46,6,6,1,4.85
4,0,0,0,-1.88
39,6,2,3,5.0
3,0,1,0,-1.14
8,0,0,0,-0.75
41,6,6,0,5.0
3,0,0,0,-2.3
2,3,0,0,-0.75
0,0,1,0,-2.25
16,4,2,1,4.6
10,0,1,1,2.33
6,1,0,0,-0.69
0,1,0,0,-2.4
58,14,4,2,5.0
14,4,3,0,4.25
13,2,1,1,3.63
3,0,0,0,-2.32
11,1,5,0,4.18
22,1,3,0,4.64
4,0,0,0,-1.97
45,1,2,2,5.0
17,0,3,0,4.0
18,2,2,0,4.22
19,2,0,0,3.64
2,0,0,0,-2.29
2,1,0,0,-1.82
52,7,8,1,4.8
2,0,0,0,-2.07
16,4,2,1,4.54
49,6,6,1,5.0
2,0,1,0,-1.94
4,2,0,0,-0.73
15,3,2,0,4.03
15,3,1,0,3.82
